epoch,train_l1,val_l1
1,0.17651371657848358,0.1275181770324707
1,0.09186320781707763,0.05946251213550568
2,0.05758685007691383,0.047714262753725055
3,0.048584754765033725,0.04155262812972069
4,0.042571217715740205,0.03406102389097214
5,0.03406335726380348,0.025716290175914765
6,0.027784176766872407,0.02056356020271778
7,0.023666005432605743,0.016315043456852436
8,0.021039628759026527,0.01401185680180788
